,volume,genre,left,right,burst_len,volume_number,add_to_paragraph_number,full_paragraph_number,chapter,chapter_start,start_in_chapter
1072,Volume 5 (1754),political discourses,555,557,3,4,2797,3352,LII,3273,79
1073,Volume 5 (1754),political discourses,772,774,3,4,2797,3569,LV,3539,30
1074,Volume 5 (1754),political discourses,294,296,3,4,2797,3091,A. TO THE REIGN OF JAMES I,3065,26
1075,Volume 5 (1754),political discourses,507,509,3,4,2797,3304,LII,3273,31
1076,Volume 5 (1754),political discourses,174,176,3,4,2797,2971,XLVIII,2966,5
1077,Volume 5 (1754),political discourses,735,736,2,4,2797,3532,LIV,3424,108
1078,Volume 5 (1754),political discourses,753,754,2,4,2797,3550,LV,3539,11
1079,Volume 5 (1754),political discourses,767,768,2,4,2797,3564,LV,3539,25
1080,Volume 5 (1754),political discourses,43,44,2,4,2797,2840,XLV,2797,43
1081,Volume 5 (1754),political discourses,286,287,2,4,2797,3083,A. TO THE REIGN OF JAMES I,3065,18
1082,Volume 5 (1754),political discourses,16,17,2,4,2797,2813,XLV,2797,16
1083,Volume 5 (1754),political discourses,722,723,2,4,2797,3519,LIV,3424,95
1084,Volume 5 (1754),political discourses,300,301,2,4,2797,3097,A. TO THE REIGN OF JAMES I,3065,32
1085,Volume 5 (1754),political discourses,307,308,2,4,2797,3104,A. TO THE REIGN OF JAMES I,3065,39
1086,Volume 5 (1754),political discourses,318,319,2,4,2797,3115,A. TO THE REIGN OF JAMES I,3065,50
1087,Volume 5 (1754),political discourses,325,326,2,4,2797,3122,A. TO THE REIGN OF JAMES I,3065,57
1088,Volume 5 (1754),political discourses,333,334,2,4,2797,3130,A. TO THE REIGN OF JAMES I,3065,65
1089,Volume 5 (1754),political discourses,886,887,2,4,2797,3683,LVI,3651,32
1090,Volume 5 (1754),political discourses,1001,1002,2,4,2797,3798,LVIII ,3792,6
1091,Volume 5 (1754),political discourses,1146,1147,2,4,2797,3943,LIX,3860,83
1092,Volume 5 (1754),political discourses,145,146,2,4,2797,2942,XLVII,2915,27
1093,Volume 5 (1754),political discourses,538,539,2,4,2797,3335,LII,3273,62
1094,Volume 5 (1754),political discourses,77,78,2,4,2797,2874,XLVI,2849,25
1095,Volume 5 (1754),political discourses,96,97,2,4,2797,2893,XLVI,2849,44
1096,Volume 5 (1754),political discourses,99,100,2,4,2797,2896,XLVI,2849,47
1097,Volume 5 (1754),political discourses,1090,1091,2,4,2797,3887,LIX,3860,27
1098,Volume 5 (1754),political discourses,818,819,2,4,2797,3615,LV,3539,76
1099,Volume 5 (1754),political discourses,511,512,2,4,2797,3308,LII,3273,35
1100,Volume 5 (1754),political discourses,193,194,2,4,2797,2990,XLVIII,2966,24
1101,Volume 5 (1754),political discourses,707,708,2,4,2797,3504,LIV,3424,80
1102,Volume 5 (1754),political discourses,623,623,1,4,2797,3420,LIII,3357,63
1103,Volume 5 (1754),political discourses,763,763,1,4,2797,3560,LV,3539,21
1104,Volume 5 (1754),political discourses,720,720,1,4,2797,3517,LIV,3424,93
1105,Volume 5 (1754),political discourses,690,690,1,4,2797,3487,LIV,3424,63
1106,Volume 5 (1754),political discourses,659,659,1,4,2797,3456,LIV,3424,32
1107,Volume 5 (1754),political discourses,614,614,1,4,2797,3411,LIII,3357,54
1108,Volume 5 (1754),political discourses,657,657,1,4,2797,3454,LIV,3424,30
1109,Volume 5 (1754),political discourses,625,625,1,4,2797,3422,LIII,3357,65
1110,Volume 5 (1754),political discourses,633,633,1,4,2797,3430,LIV,3424,6
1111,Volume 5 (1754),political discourses,795,795,1,4,2797,3592,LV,3539,53
1112,Volume 5 (1754),political discourses,801,801,1,4,2797,3598,LV,3539,59
1113,Volume 5 (1754),political discourses,716,716,1,4,2797,3513,LIV,3424,89
1114,Volume 5 (1754),political discourses,3,3,1,4,2797,2800,XLV,2797,3
1115,Volume 5 (1754),political discourses,810,810,1,4,2797,3607,LV,3539,68
1116,Volume 5 (1754),political discourses,828,828,1,4,2797,3625,LV,3539,86
1117,Volume 5 (1754),political discourses,1173,1173,1,4,2797,3970,LIX,3860,110
1118,Volume 5 (1754),political discourses,1158,1158,1,4,2797,3955,LIX,3860,95
1119,Volume 5 (1754),political discourses,1140,1140,1,4,2797,3937,LIX,3860,77
1120,Volume 5 (1754),political discourses,1114,1114,1,4,2797,3911,LIX,3860,51
1121,Volume 5 (1754),political discourses,1112,1112,1,4,2797,3909,LIX,3860,49
1122,Volume 5 (1754),political discourses,1110,1110,1,4,2797,3907,LIX,3860,47
1123,Volume 5 (1754),political discourses,1104,1104,1,4,2797,3901,LIX,3860,41
1124,Volume 5 (1754),political discourses,1101,1101,1,4,2797,3898,LIX,3860,38
1125,Volume 5 (1754),political discourses,1095,1095,1,4,2797,3892,LIX,3860,32
1126,Volume 5 (1754),political discourses,1074,1074,1,4,2797,3871,LIX,3860,11
1127,Volume 5 (1754),political discourses,1070,1070,1,4,2797,3867,LIX,3860,7
1128,Volume 5 (1754),political discourses,1066,1066,1,4,2797,3863,LIX,3860,3
1129,Volume 5 (1754),political discourses,1063,1063,1,4,2797,3860,LIX,3860,0
1130,Volume 5 (1754),political discourses,1033,1033,1,4,2797,3830,LVIII ,3792,38
1131,Volume 5 (1754),political discourses,1020,1020,1,4,2797,3817,LVIII ,3792,25
1132,Volume 5 (1754),political discourses,1017,1017,1,4,2797,3814,LVIII ,3792,22
1133,Volume 5 (1754),political discourses,943,943,1,4,2797,3740,LVII,3730,10
1134,Volume 5 (1754),political discourses,937,937,1,4,2797,3734,LVII,3730,4
1135,Volume 5 (1754),political discourses,912,912,1,4,2797,3709,LVI,3651,58
1136,Volume 5 (1754),political discourses,899,899,1,4,2797,3696,LVI,3651,45
1137,Volume 5 (1754),political discourses,884,884,1,4,2797,3681,LVI,3651,30
1138,Volume 5 (1754),political discourses,882,882,1,4,2797,3679,LVI,3651,28
1139,Volume 5 (1754),political discourses,874,874,1,4,2797,3671,LVI,3651,20
1140,Volume 5 (1754),political discourses,856,856,1,4,2797,3653,LVI,3651,2
1141,Volume 5 (1754),political discourses,586,586,1,4,2797,3383,LIII,3357,26
1142,Volume 5 (1754),political discourses,835,835,1,4,2797,3632,LV,3539,93
1143,Volume 5 (1754),political discourses,833,833,1,4,2797,3630,LV,3539,91
1144,Volume 5 (1754),political discourses,607,607,1,4,2797,3404,LIII,3357,47
1145,Volume 5 (1754),political discourses,500,500,1,4,2797,3297,LII,3273,24
1146,Volume 5 (1754),political discourses,576,576,1,4,2797,3373,LIII,3357,16
1147,Volume 5 (1754),political discourses,160,160,1,4,2797,2957,XLVII,2915,42
1148,Volume 5 (1754),political discourses,268,268,1,4,2797,3065,A. TO THE REIGN OF JAMES I,3065,0
1149,Volume 5 (1754),political discourses,263,263,1,4,2797,3060,XLIX,3008,52
1150,Volume 5 (1754),political discourses,259,259,1,4,2797,3056,XLIX,3008,48
1151,Volume 5 (1754),political discourses,254,254,1,4,2797,3051,XLIX,3008,43
1152,Volume 5 (1754),political discourses,251,251,1,4,2797,3048,XLIX,3008,40
1153,Volume 5 (1754),political discourses,249,249,1,4,2797,3046,XLIX,3008,38
1154,Volume 5 (1754),political discourses,239,239,1,4,2797,3036,XLIX,3008,28
1155,Volume 5 (1754),political discourses,212,212,1,4,2797,3009,XLIX,3008,1
1156,Volume 5 (1754),political discourses,191,191,1,4,2797,2988,XLVIII,2966,22
1157,Volume 5 (1754),political discourses,186,186,1,4,2797,2983,XLVIII,2966,17
1158,Volume 5 (1754),political discourses,184,184,1,4,2797,2981,XLVIII,2966,15
1159,Volume 5 (1754),political discourses,182,182,1,4,2797,2979,XLVIII,2966,13
1160,Volume 5 (1754),political discourses,131,131,1,4,2797,2928,XLVII,2915,13
1161,Volume 5 (1754),political discourses,279,279,1,4,2797,3076,A. TO THE REIGN OF JAMES I,3065,11
1162,Volume 5 (1754),political discourses,112,112,1,4,2797,2909,XLVI,2849,60
1163,Volume 5 (1754),political discourses,94,94,1,4,2797,2891,XLVI,2849,42
1164,Volume 5 (1754),political discourses,86,86,1,4,2797,2883,XLVI,2849,34
1165,Volume 5 (1754),political discourses,81,81,1,4,2797,2878,XLVI,2849,29
1166,Volume 5 (1754),political discourses,72,72,1,4,2797,2869,XLVI,2849,20
1167,Volume 5 (1754),political discourses,62,62,1,4,2797,2859,XLVI,2849,10
1168,Volume 5 (1754),political discourses,39,39,1,4,2797,2836,XLV,2797,39
1169,Volume 5 (1754),political discourses,37,37,1,4,2797,2834,XLV,2797,37
1170,Volume 5 (1754),political discourses,32,32,1,4,2797,2829,XLV,2797,32
1171,Volume 5 (1754),political discourses,27,27,1,4,2797,2824,XLV,2797,27
1172,Volume 5 (1754),political discourses,21,21,1,4,2797,2818,XLV,2797,21
1173,Volume 5 (1754),political discourses,10,10,1,4,2797,2807,XLV,2797,10
1174,Volume 5 (1754),political discourses,277,277,1,4,2797,3074,A. TO THE REIGN OF JAMES I,3065,9
1175,Volume 5 (1754),political discourses,282,282,1,4,2797,3079,A. TO THE REIGN OF JAMES I,3065,14
1176,Volume 5 (1754),political discourses,567,567,1,4,2797,3364,LIII,3357,7
1177,Volume 5 (1754),political discourses,477,477,1,4,2797,3274,LII,3273,1
1178,Volume 5 (1754),political discourses,564,564,1,4,2797,3361,LIII,3357,4
1179,Volume 5 (1754),political discourses,560,560,1,4,2797,3357,LIII,3357,0
1180,Volume 5 (1754),political discourses,545,545,1,4,2797,3342,LII,3273,69
1181,Volume 5 (1754),political discourses,543,543,1,4,2797,3340,LII,3273,67
1182,Volume 5 (1754),political discourses,533,533,1,4,2797,3330,LII,3273,57
1183,Volume 5 (1754),political discourses,531,531,1,4,2797,3328,LII,3273,55
1184,Volume 5 (1754),political discourses,528,528,1,4,2797,3325,LII,3273,52
1185,Volume 5 (1754),political discourses,503,503,1,4,2797,3300,LII,3273,27
1186,Volume 5 (1754),political discourses,7,7,1,4,2797,2804,XLV,2797,7
1187,Volume 5 (1754),political discourses,498,498,1,4,2797,3295,LII,3273,22
1188,Volume 5 (1754),political discourses,481,481,1,4,2797,3278,LII,3273,5
1189,Volume 5 (1754),political discourses,479,479,1,4,2797,3276,LII,3273,3
1190,Volume 5 (1754),political discourses,471,471,1,4,2797,3268,LI,3204,64
1191,Volume 5 (1754),political discourses,284,284,1,4,2797,3081,A. TO THE REIGN OF JAMES I,3065,16
1192,Volume 5 (1754),political discourses,439,439,1,4,2797,3236,LI,3204,32
1193,Volume 5 (1754),political discourses,436,436,1,4,2797,3233,LI,3204,29
1194,Volume 5 (1754),political discourses,428,428,1,4,2797,3225,LI,3204,21
1195,Volume 5 (1754),political discourses,425,425,1,4,2797,3222,LI,3204,18
1196,Volume 5 (1754),political discourses,398,398,1,4,2797,3195,L,3137,58
1197,Volume 5 (1754),political discourses,396,396,1,4,2797,3193,L,3137,56
1198,Volume 5 (1754),political discourses,394,394,1,4,2797,3191,L,3137,54
1199,Volume 5 (1754),political discourses,382,382,1,4,2797,3179,L,3137,42
1200,Volume 5 (1754),political discourses,380,380,1,4,2797,3177,L,3137,40
1201,Volume 5 (1754),political discourses,373,373,1,4,2797,3170,L,3137,33
1202,Volume 5 (1754),political discourses,341,341,1,4,2797,3138,L,3137,1
1203,Volume 5 (1754),political discourses,298,298,1,4,2797,3095,A. TO THE REIGN OF JAMES I,3065,30
1204,Volume 5 (1754),political discourses,1208,1208,1,4,2797,4005,LIX,3860,145
1205,Volume 5 (1754),treatise,384,384,1,4,2797,3181,L,3137,44
1206,Volume 5 (1754),treatise,702,702,1,4,2797,3499,LIV,3424,75
1207,Volume 5 (1754),treatise,1207,1207,1,4,2797,4004,LIX,3860,144
1208,Volume 6 (1757),dissertation,293,294,2,5,4006,4299,LXII,4205,94
1209,Volume 6 (1757),dissertation,1036,1037,2,5,4006,5042,LXXI,4940,102
1210,Volume 6 (1757),dissertation,40,40,1,5,4006,4046,LX,4006,40
1211,Volume 6 (1757),dissertation,42,42,1,5,4006,4048,LX,4006,42
1212,Volume 6 (1757),dissertation,271,271,1,5,4006,4277,LXII,4205,72
1213,Volume 6 (1757),dissertation,273,273,1,5,4006,4279,LXII,4205,74
1214,Volume 6 (1757),dissertation,296,296,1,5,4006,4302,LXII,4205,97
1215,Volume 6 (1757),dissertation,301,301,1,5,4006,4307,LXII,4205,102
1216,Volume 6 (1757),dissertation,303,303,1,5,4006,4309,LXII,4205,104
1217,Volume 6 (1757),dissertation,323,323,1,5,4006,4329,LXIII,4311,18
1218,Volume 6 (1757),dissertation,342,342,1,5,4006,4348,LXIII,4311,37
1219,Volume 6 (1757),dissertation,512,512,1,5,4006,4518,LXV,4482,36
1220,Volume 6 (1757),dissertation,1024,1024,1,5,4006,5030,LXXI,4940,90
1221,Volume 6 (1757),dissertation,1034,1034,1,5,4006,5040,LXXI,4940,100
1222,Volume 6 (1757),enquiry,269,272,4,5,4006,4275,LXII,4205,70
1223,Volume 6 (1757),enquiry,824,826,3,5,4006,4830,LXIX,4797,33
1224,Volume 6 (1757),enquiry,298,300,3,5,4006,4304,LXII,4205,99
1225,Volume 6 (1757),enquiry,192,194,3,5,4006,4198,LXI,4109,89
1226,Volume 6 (1757),enquiry,1037,1038,2,5,4006,5043,LXXI,4940,103
1227,Volume 6 (1757),enquiry,196,197,2,5,4006,4202,LXI,4109,93
1228,Volume 6 (1757),enquiry,767,768,2,5,4006,4773,LXVIII,4738,35
1229,Volume 6 (1757),enquiry,451,452,2,5,4006,4457,LXIV,4381,76
1230,Volume 6 (1757),enquiry,789,790,2,5,4006,4795,LXVIII,4738,57
1231,Volume 6 (1757),enquiry,305,306,2,5,4006,4311,LXIII,4311,0
1232,Volume 6 (1757),enquiry,855,856,2,5,4006,4861,LXIX,4797,64
1233,Volume 6 (1757),enquiry,175,176,2,5,4006,4181,LXI,4109,72
1234,Volume 6 (1757),enquiry,1030,1031,2,5,4006,5036,LXXI,4940,96
1235,Volume 6 (1757),enquiry,950,950,1,5,4006,4956,LXXI,4940,16
1236,Volume 6 (1757),enquiry,1004,1004,1,5,4006,5010,LXXI,4940,70
1237,Volume 6 (1757),enquiry,708,708,1,5,4006,4714,LXVII,4669,45
1238,Volume 6 (1757),enquiry,725,725,1,5,4006,4731,LXVII,4669,62
1239,Volume 6 (1757),enquiry,728,728,1,5,4006,4734,LXVII,4669,65
1240,Volume 6 (1757),enquiry,751,751,1,5,4006,4757,LXVIII,4738,19
1241,Volume 6 (1757),enquiry,1035,1035,1,5,4006,5041,LXXI,4940,101
1242,Volume 6 (1757),enquiry,1025,1025,1,5,4006,5031,LXXI,4940,91
1243,Volume 6 (1757),enquiry,797,797,1,5,4006,4803,LXIX,4797,6
1244,Volume 6 (1757),enquiry,829,829,1,5,4006,4835,LXIX,4797,38
1245,Volume 6 (1757),enquiry,888,888,1,5,4006,4894,LXX,4867,27
1246,Volume 6 (1757),enquiry,995,995,1,5,4006,5001,LXXI,4940,61
1247,Volume 6 (1757),enquiry,838,838,1,5,4006,4844,LXIX,4797,47
1248,Volume 6 (1757),enquiry,983,983,1,5,4006,4989,LXXI,4940,49
1249,Volume 6 (1757),enquiry,841,841,1,5,4006,4847,LXIX,4797,50
1250,Volume 6 (1757),enquiry,844,844,1,5,4006,4850,LXIX,4797,53
1251,Volume 6 (1757),enquiry,678,678,1,5,4006,4684,LXVII,4669,15
1252,Volume 6 (1757),enquiry,858,858,1,5,4006,4864,LXIX,4797,67
1253,Volume 6 (1757),enquiry,886,886,1,5,4006,4892,LXX,4867,25
1254,Volume 6 (1757),enquiry,698,698,1,5,4006,4704,LXVII,4669,35
1255,Volume 6 (1757),enquiry,1,1,1,5,4006,4007,LX,4006,1
1256,Volume 6 (1757),enquiry,659,659,1,5,4006,4665,LXVI,4582,83
1257,Volume 6 (1757),enquiry,275,275,1,5,4006,4281,LXII,4205,76
1258,Volume 6 (1757),enquiry,37,37,1,5,4006,4043,LX,4006,37
1259,Volume 6 (1757),enquiry,54,54,1,5,4006,4060,LX,4006,54
1260,Volume 6 (1757),enquiry,150,150,1,5,4006,4156,LXI,4109,47
1261,Volume 6 (1757),enquiry,156,156,1,5,4006,4162,LXI,4109,53
1262,Volume 6 (1757),enquiry,159,159,1,5,4006,4165,LXI,4109,56
1263,Volume 6 (1757),enquiry,166,166,1,5,4006,4172,LXI,4109,63
1264,Volume 6 (1757),enquiry,205,205,1,5,4006,4211,LXII,4205,6
1265,Volume 6 (1757),enquiry,209,209,1,5,4006,4215,LXII,4205,10
1266,Volume 6 (1757),enquiry,215,215,1,5,4006,4221,LXII,4205,16
1267,Volume 6 (1757),enquiry,265,265,1,5,4006,4271,LXII,4205,66
1268,Volume 6 (1757),enquiry,278,278,1,5,4006,4284,LXII,4205,79
1269,Volume 6 (1757),enquiry,653,653,1,5,4006,4659,LXVI,4582,77
1270,Volume 6 (1757),enquiry,296,296,1,5,4006,4302,LXII,4205,97
1271,Volume 6 (1757),enquiry,303,303,1,5,4006,4309,LXII,4205,104
1272,Volume 6 (1757),enquiry,310,310,1,5,4006,4316,LXIII,4311,5
1273,Volume 6 (1757),enquiry,317,317,1,5,4006,4323,LXIII,4311,12
1274,Volume 6 (1757),enquiry,342,342,1,5,4006,4348,LXIII,4311,37
1275,Volume 6 (1757),enquiry,439,439,1,5,4006,4445,LXIV,4381,64
1276,Volume 6 (1757),enquiry,491,491,1,5,4006,4497,LXV,4482,15
1277,Volume 6 (1757),enquiry,546,546,1,5,4006,4552,LXV,4482,70
1278,Volume 6 (1757),enquiry,33,33,1,5,4006,4039,LX,4006,33
1279,Volume 6 (1757),enquiry,649,649,1,5,4006,4655,LXVI,4582,73
1280,Volume 6 (1757),enquiry,603,603,1,5,4006,4609,LXVI,4582,27
1281,Volume 6 (1757),essay,1028,1036,9,5,4006,5034,LXXI,4940,94
1282,Volume 6 (1757),essay,998,1006,9,5,4006,5004,LXXI,4940,64
1283,Volume 6 (1757),essay,855,861,7,5,4006,4861,LXIX,4797,64
1284,Volume 6 (1757),essay,300,306,7,5,4006,4306,LXII,4205,101
1285,Volume 6 (1757),essay,293,298,6,5,4006,4299,LXII,4205,94
1286,Volume 6 (1757),essay,438,443,6,5,4006,4444,LXIV,4381,63
1287,Volume 6 (1757),essay,674,678,5,5,4006,4680,LXVII,4669,11
1288,Volume 6 (1757),essay,152,156,5,5,4006,4158,LXI,4109,49
1289,Volume 6 (1757),essay,0,3,4,5,4006,4006,LX,4006,0
1290,Volume 6 (1757),essay,340,343,4,5,4006,4346,LXIII,4311,35
1291,Volume 6 (1757),essay,162,165,4,5,4006,4168,LXI,4109,59
1292,Volume 6 (1757),essay,1023,1026,4,5,4006,5029,LXXI,4940,89
1293,Volume 6 (1757),essay,490,493,4,5,4006,4496,LXV,4482,14
1294,Volume 6 (1757),essay,265,268,4,5,4006,4271,LXII,4205,66
1295,Volume 6 (1757),essay,208,210,3,5,4006,4214,LXII,4205,9
1296,Volume 6 (1757),essay,736,738,3,5,4006,4742,LXVIII,4738,4
1297,Volume 6 (1757),essay,808,810,3,5,4006,4814,LXIX,4797,17
1298,Volume 6 (1757),essay,360,362,3,5,4006,4366,LXIII,4311,55
1299,Volume 6 (1757),essay,732,734,3,5,4006,4738,LXVIII,4738,0
1300,Volume 6 (1757),essay,717,719,3,5,4006,4723,LXVII,4669,54
1301,Volume 6 (1757),essay,476,478,3,5,4006,4482,LXV,4482,0
1302,Volume 6 (1757),essay,544,546,3,5,4006,4550,LXV,4482,68
1303,Volume 6 (1757),essay,548,550,3,5,4006,4554,LXV,4482,72
1304,Volume 6 (1757),essay,158,160,3,5,4006,4164,LXI,4109,55
1305,Volume 6 (1757),essay,287,289,3,5,4006,4293,LXII,4205,88
1306,Volume 6 (1757),essay,130,132,3,5,4006,4136,LXI,4109,27
1307,Volume 6 (1757),essay,989,991,3,5,4006,4995,LXXI,4940,55
1308,Volume 6 (1757),essay,72,74,3,5,4006,4078,LX,4006,72
1309,Volume 6 (1757),essay,588,589,2,5,4006,4594,LXVI,4582,12
1310,Volume 6 (1757),essay,789,790,2,5,4006,4795,LXVIII,4738,57
1311,Volume 6 (1757),essay,711,712,2,5,4006,4717,LXVII,4669,48
1312,Volume 6 (1757),essay,316,317,2,5,4006,4322,LXIII,4311,11
1313,Volume 6 (1757),essay,752,753,2,5,4006,4758,LXVIII,4738,20
1314,Volume 6 (1757),essay,69,70,2,5,4006,4075,LX,4006,69
1315,Volume 6 (1757),essay,603,604,2,5,4006,4609,LXVI,4582,27
1316,Volume 6 (1757),essay,805,806,2,5,4006,4811,LXIX,4797,14
1317,Volume 6 (1757),essay,412,413,2,5,4006,4418,LXIV,4381,37
1318,Volume 6 (1757),essay,270,271,2,5,4006,4276,LXII,4205,71
1319,Volume 6 (1757),essay,124,125,2,5,4006,4130,LXI,4109,21
1320,Volume 6 (1757),essay,982,983,2,5,4006,4988,LXXI,4940,48
1321,Volume 6 (1757),essay,245,246,2,5,4006,4251,LXII,4205,46
1322,Volume 6 (1757),essay,579,580,2,5,4006,4585,LXVI,4582,3
1323,Volume 6 (1757),essay,794,795,2,5,4006,4800,LXIX,4797,3
1324,Volume 6 (1757),essay,471,472,2,5,4006,4477,LXIV,4381,96
1325,Volume 6 (1757),essay,866,867,2,5,4006,4872,LXX,4867,5
1326,Volume 6 (1757),essay,223,224,2,5,4006,4229,LXII,4205,24
1327,Volume 6 (1757),essay,869,870,2,5,4006,4875,LXX,4867,8
1328,Volume 6 (1757),essay,139,140,2,5,4006,4145,LXI,4109,36
1329,Volume 6 (1757),essay,37,38,2,5,4006,4043,LX,4006,37
1330,Volume 6 (1757),essay,33,34,2,5,4006,4039,LX,4006,33
1331,Volume 6 (1757),essay,196,197,2,5,4006,4202,LXI,4109,93
1332,Volume 6 (1757),essay,192,193,2,5,4006,4198,LXI,4109,89
1333,Volume 6 (1757),essay,107,108,2,5,4006,4113,LXI,4109,4
1334,Volume 6 (1757),essay,273,274,2,5,4006,4279,LXII,4205,74
1335,Volume 6 (1757),essay,980,980,1,5,4006,4986,LXXI,4940,46
1336,Volume 6 (1757),essay,728,728,1,5,4006,4734,LXVII,4669,65
1337,Volume 6 (1757),essay,725,725,1,5,4006,4731,LXVII,4669,62
1338,Volume 6 (1757),essay,744,744,1,5,4006,4750,LXVIII,4738,12
1339,Volume 6 (1757),essay,934,934,1,5,4006,4940,LXXI,4940,0
1340,Volume 6 (1757),essay,708,708,1,5,4006,4714,LXVII,4669,45
1341,Volume 6 (1757),essay,693,693,1,5,4006,4699,LXVII,4669,30
1342,Volume 6 (1757),essay,1017,1017,1,5,4006,5023,LXXI,4940,83
1343,Volume 6 (1757),essay,670,670,1,5,4006,4676,LXVII,4669,7
1344,Volume 6 (1757),essay,661,661,1,5,4006,4667,LXVI,4582,85
1345,Volume 6 (1757),essay,655,655,1,5,4006,4661,LXVI,4582,79
1346,Volume 6 (1757),essay,653,653,1,5,4006,4659,LXVI,4582,77
1347,Volume 6 (1757),essay,646,646,1,5,4006,4652,LXVI,4582,70
1348,Volume 6 (1757),essay,644,644,1,5,4006,4650,LXVI,4582,68
1349,Volume 6 (1757),essay,637,637,1,5,4006,4643,LXVI,4582,61
1350,Volume 6 (1757),essay,618,618,1,5,4006,4624,LXVI,4582,42
1351,Volume 6 (1757),essay,756,756,1,5,4006,4762,LXVIII,4738,24
1352,Volume 6 (1757),essay,799,799,1,5,4006,4805,LXIX,4797,8
1353,Volume 6 (1757),essay,760,760,1,5,4006,4766,LXVIII,4738,28
1354,Volume 6 (1757),essay,764,764,1,5,4006,4770,LXVIII,4738,32
1355,Volume 6 (1757),essay,914,914,1,5,4006,4920,LXX,4867,53
1356,Volume 6 (1757),essay,904,904,1,5,4006,4910,LXX,4867,43
1357,Volume 6 (1757),essay,890,890,1,5,4006,4896,LXX,4867,29
1358,Volume 6 (1757),essay,888,888,1,5,4006,4894,LXX,4867,27
1359,Volume 6 (1757),essay,886,886,1,5,4006,4892,LXX,4867,25
1360,Volume 6 (1757),essay,883,883,1,5,4006,4889,LXX,4867,22
1361,Volume 6 (1757),essay,879,879,1,5,4006,4885,LXX,4867,18
1362,Volume 6 (1757),essay,873,873,1,5,4006,4879,LXX,4867,12
1363,Volume 6 (1757),essay,852,852,1,5,4006,4858,LXIX,4797,61
1364,Volume 6 (1757),essay,844,844,1,5,4006,4850,LXIX,4797,53
1365,Volume 6 (1757),essay,836,836,1,5,4006,4842,LXIX,4797,45
1366,Volume 6 (1757),essay,834,834,1,5,4006,4840,LXIX,4797,43
1367,Volume 6 (1757),essay,826,826,1,5,4006,4832,LXIX,4797,35
1368,Volume 6 (1757),essay,945,945,1,5,4006,4951,LXXI,4940,11
1369,Volume 6 (1757),essay,950,950,1,5,4006,4956,LXXI,4940,16
1370,Volume 6 (1757),essay,821,821,1,5,4006,4827,LXIX,4797,30
1371,Volume 6 (1757),essay,819,819,1,5,4006,4825,LXIX,4797,28
1372,Volume 6 (1757),essay,814,814,1,5,4006,4820,LXIX,4797,23
1373,Volume 6 (1757),essay,959,959,1,5,4006,4965,LXXI,4940,25
1374,Volume 6 (1757),essay,812,812,1,5,4006,4818,LXIX,4797,21
1375,Volume 6 (1757),essay,976,976,1,5,4006,4982,LXXI,4940,42
1376,Volume 6 (1757),essay,978,978,1,5,4006,4984,LXXI,4940,44
1377,Volume 6 (1757),essay,938,938,1,5,4006,4944,LXXI,4940,4
1378,Volume 6 (1757),essay,786,786,1,5,4006,4792,LXVIII,4738,54
1379,Volume 6 (1757),essay,784,784,1,5,4006,4790,LXVIII,4738,52
1380,Volume 6 (1757),essay,768,768,1,5,4006,4774,LXVIII,4738,36
1381,Volume 6 (1757),essay,766,766,1,5,4006,4772,LXVIII,4738,34
1382,Volume 6 (1757),essay,608,608,1,5,4006,4614,LXVI,4582,32
1383,Volume 6 (1757),essay,488,488,1,5,4006,4494,LXV,4482,12
1384,Volume 6 (1757),essay,597,597,1,5,4006,4603,LXVI,4582,21
1385,Volume 6 (1757),essay,174,174,1,5,4006,4180,LXI,4109,71
1386,Volume 6 (1757),essay,281,281,1,5,4006,4287,LXII,4205,82
1387,Volume 6 (1757),essay,276,276,1,5,4006,4282,LXII,4205,77
1388,Volume 6 (1757),essay,262,262,1,5,4006,4268,LXII,4205,63
1389,Volume 6 (1757),essay,241,241,1,5,4006,4247,LXII,4205,42
1390,Volume 6 (1757),essay,237,237,1,5,4006,4243,LXII,4205,38
1391,Volume 6 (1757),essay,234,234,1,5,4006,4240,LXII,4205,35
1392,Volume 6 (1757),essay,226,226,1,5,4006,4232,LXII,4205,27
1393,Volume 6 (1757),essay,213,213,1,5,4006,4219,LXII,4205,14
1394,Volume 6 (1757),essay,205,205,1,5,4006,4211,LXII,4205,6
1395,Volume 6 (1757),essay,203,203,1,5,4006,4209,LXII,4205,4
1396,Volume 6 (1757),essay,199,199,1,5,4006,4205,LXII,4205,0
1397,Volume 6 (1757),essay,190,190,1,5,4006,4196,LXI,4109,87
1398,Volume 6 (1757),essay,179,179,1,5,4006,4185,LXI,4109,76
1399,Volume 6 (1757),essay,176,176,1,5,4006,4182,LXI,4109,73
1400,Volume 6 (1757),essay,167,167,1,5,4006,4173,LXI,4109,64
1401,Volume 6 (1757),essay,321,321,1,5,4006,4327,LXIII,4311,16
1402,Volume 6 (1757),essay,150,150,1,5,4006,4156,LXI,4109,47
1403,Volume 6 (1757),essay,144,144,1,5,4006,4150,LXI,4109,41
1404,Volume 6 (1757),essay,122,122,1,5,4006,4128,LXI,4109,19
1405,Volume 6 (1757),essay,120,120,1,5,4006,4126,LXI,4109,17
1406,Volume 6 (1757),essay,116,116,1,5,4006,4122,LXI,4109,13
1407,Volume 6 (1757),essay,112,112,1,5,4006,4118,LXI,4109,9
1408,Volume 6 (1757),essay,110,110,1,5,4006,4116,LXI,4109,7
